timestamp,middleware_hsf_provider_rt,middleware_metaq_send_success_rate,middleware_hsf_provider_biz_pool_usage,middleware_tddl_read_table_rt,middleware_tddl_read_table_success_rate,middleware_tair_read_hit_rate,pod_nginx_rt,middleware_tddl_write_table_success_rate,pod_nginx_qps,middleware_metaq_receive_success_rate,middleware_tair_write_success_rate,middleware_notify_send_qps,middleware_metaq_receive_rt,pod_event_oom,middleware_hsf_consumer_rt,middleware_tddl_write_table_rt,middleware_hsf_consumer_success_rate,middleware_notify_receive_qps,middleware_hsf_online,middleware_tair_write_qps,jvm_gc_fgc_time,middleware_hsf_consumer_qps,middleware_hsf_provider_success_rate,pod_cpu_load_average_1m_util_limit_v2,middleware_notify_receive_rt,middleware_tair_read_qps,middleware_tair_write_rt,middleware_metaq_send_rt,middleware_tair_read_rt,middleware_hsf_provider_qps,middleware_tair_read_success_rate,pod_network_retran_util,middleware_notify_receive_success_rate,jvm_gc_fgc_count,pod_cpu_limit_usage
1747251780000,103.4167,1.0,0.0694,1.0487,1.0,0.0152,0.9802,1.0,5.0522,0.999,1.0,0.0,2.1798,0.0,20.7653,2.2129,0.9995,0.0168,1.0,1e-04,0.0,0.0171,1.0,0.1982,21.8961,0.0443,0.6667,1.7206,0.5401,0.0172,1.0,0.0218,0.9545,0.0,0.1521
1747251840000,95.1733,1.0,0.0694,1.8998,1.0,0.0099,1.0062,1.0,5.0392,0.9999,1.0,0.0,0.3327,0.0,21.7346,2.3663,0.9998,0.0168,1.0,1e-04,0.0,0.017,1.0,0.179,16.5266,0.0405,1.4286,4.8333,0.5569,0.0173,1.0,0.013,0.9202,0.0,0.1521
1747251900000,71.9393,1.0,0.0694,3.0729,1.0,0.0097,0.9668,1.0,5.0482,0.9999,1.0,0.0,0.3076,0.0,23.5822,2.5227,0.9994,0.0181,1.0,1e-04,0.0,0.017,1.0,0.1745,6.8369,0.0389,1.4167,1.6,0.5293,0.0171,1.0,0.0172,0.766,0.0,0.1559
1747251960000,105.9483,1.0,0.0694,1.4486,1.0,0.0171,0.9854,1.0,5.0546,0.998,1.0,0.0,2.699,0.0,23.5977,2.3909,1.0,0.0169,1.0,0.0002,0.0,0.017,1.0,0.1845,20.7785,0.042,1.5,3.4615,0.5605,0.0171,1.0,0.0242,0.9396,0.0,0.1565
1747252020000,110.1623,1.0,0.0694,1.6411,1.0,0.0132,0.97,1.0,5.0455,0.9978,1.0,0.0,2.4137,0.0,22.6081,2.4354,0.9996,0.0168,1.0,1e-04,0.0,0.017,1.0,0.189,24.0796,0.0416,2.2,1.9512,0.5702,0.0173,1.0,0.0199,0.9823,0.0,0.1518
1747252080000,105.1681,1.0,0.0694,1.7412,1.0,0.0183,1.0047,1.0,5.0428,0.9997,1.0,0.0,0.5057,0.0,23.4376,2.2377,0.9993,0.0168,1.0,0.0,0.0,0.017,1.0,0.1838,21.6543,0.0418,1.5,3.2429,0.553,0.0174,1.0,0.0177,0.9506,0.0,0.1572
1747252140000,105.7964,1.0,0.0694,3.9426,1.0,0.019,0.9907,1.0,5.0527,0.9999,1.0,0.0,0.5137,0.0,21.1982,2.1884,0.9998,0.0169,1.0,1e-04,0.0,0.0169,1.0,0.1775,22.12,0.0416,1.4286,3.0317,0.5617,0.0173,1.0,0.0149,0.984,0.0,0.1583
1747252200000,102.071,1.0,0.0694,4.5067,1.0,0.012,0.9924,1.0,5.0445,0.9985,1.0,0.0,2.1768,0.0,22.8174,2.4375,1.0,0.017,1.0,1e-04,0.0,0.0173,1.0,0.1756,11.6279,0.0386,1.1875,1.6667,0.5476,0.0174,1.0,0.0216,0.9942,0.0,0.1598
1747252260000,95.243,1.0,0.0694,1.0455,1.0,0.0155,0.9759,1.0,5.0648,0.9996,1.0,0.0,0.8171,0.0,24.2003,2.4845,1.0,0.0169,1.0,0.0003,0.0,0.018,1.0,0.1799,19.3846,0.0404,1.3226,3.2069,0.5434,0.0173,1.0,0.0144,0.9154,0.0,0.1524
1747252320000,75.9108,1.0,0.0694,1.5511,1.0,0.0248,1.0198,1.0,5.0464,0.9996,1.0,0.0,0.7022,0.0,21.0692,2.1589,0.9992,0.0171,1.0,1e-04,0.0,0.017,1.0,0.1735,39.1447,0.0426,1.5,2.0175,0.5727,0.0171,1.0,0.0149,0.8333,0.0,0.1545
1747252380000,83.2381,1.0,0.0694,2.2477,1.0,0.0048,1.0075,1.0,5.0548,0.9999,1.0,0.0,0.3622,0.0,24.8222,2.2959,0.9995,0.0175,1.0,0.0,0.0,0.0169,1.0,0.1658,22.6667,0.0432,1.0,1.6471,0.5183,0.0173,1.0,0.0142,0.7467,0.0,0.1615
1747252440000,98.0796,1.0,0.0694,1.6388,1.0,0.0282,0.9865,1.0,5.0627,0.9844,1.0,0.0,12.9743,0.0,24.6417,2.2201,0.9969,0.0167,1.0,1e-04,0.0,0.0175,1.0,0.1754,49.0878,0.0439,1.4286,1.8243,0.5295,0.0176,1.0,0.0099,0.9659,0.0,0.1604
1747252500000,92.251,1.0,0.0694,2.3069,1.0,0.0181,0.9956,1.0,5.0511,0.997,1.0,0.0,4.0244,0.0,26.9166,2.2382,0.996,0.0167,1.0,1e-04,0.0,0.017,1.0,0.1692,43.7612,0.0413,1.25,1.6962,0.5504,0.0172,1.0,0.0123,0.903,0.0,0.156
1747252560000,79.1646,1.0,0.0694,3.9291,1.0,0.011,1.0326,1.0,5.0472,0.9998,1.0,0.0,0.3961,0.0,23.5515,2.2113,0.9974,0.0176,1.0,0.0002,0.0,0.0171,1.0,0.171,11.876,0.0398,1.4583,1.4545,0.568,0.0173,1.0,0.0164,0.7829,0.0,0.1541
1747252620000,62.0011,1.0,0.0694,2.9336,1.0,0.0282,1.008,1.0,5.0568,0.9997,1.0,0.0,0.6059,0.0,28.8817,2.2513,0.9982,0.017,1.0,1e-04,0.0,0.0169,1.0,0.1856,39.0702,0.0429,1.2,3.0625,0.5592,0.0172,1.0,0.0105,0.7135,0.0,0.1604
1747252680000,74.8015,1.0,0.0694,3.4327,1.0,0.012,1.057,1.0,5.0509,0.9892,1.0,0.0,10.6907,0.0,25.2679,2.2314,0.9978,0.0175,1.0,0.0,0.0,0.0169,1.0,0.1941,34.6113,0.044,1.5,2.3448,0.5469,0.0172,1.0,0.0181,0.7674,0.0,0.1677
1747252740000,86.6615,1.0,0.0694,1.0862,1.0,0.0278,0.9757,1.0,5.0607,0.9976,1.0,0.0,2.6933,0.0,22.394,2.2334,0.9989,0.0169,1.0,1e-04,0.0,0.0172,1.0,0.1819,29.9309,0.0411,1.2727,2.6866,0.563,0.0173,1.0,0.0125,0.9078,0.0,0.1526
1747252800000,105.2827,1.0,0.0694,2.2217,1.0,0.0144,0.996,1.0,5.0445,0.9995,1.0,0.0,0.6847,0.0,22.4178,2.2817,0.9982,0.0167,1.0,1e-04,0.0,0.0174,1.0,0.1747,29.3,0.0466,1.1579,2.5189,0.5821,0.0178,1.0,0.0194,0.97,0.0,0.1535
1747252860000,104.0788,1.0,0.0694,1.1222,1.0,0.0192,1.026,1.0,5.0509,0.9996,1.0,0.0,0.6662,0.0,22.7568,2.2925,0.9985,0.0167,1.0,0.0002,0.0,0.017,1.0,0.1852,35.5587,0.0416,1.3333,1.7928,0.595,0.0173,1.0,0.0196,0.933,0.0,0.1667
1747252920000,107.2541,1.0,0.0694,2.1537,1.0,0.0267,0.9999,1.0,5.0303,0.997,1.0,0.0,5.5444,0.0,26.917,2.2582,0.999,0.0167,1.0,1e-04,0.0,0.0171,1.0,0.1938,58.3281,0.0424,1.3,1.6067,0.5802,0.0176,1.0,0.0167,0.9051,0.0,0.1618
1747252980000,116.8843,1.0,0.0694,2.3495,1.0,0.0115,0.9885,1.0,5.0655,0.9993,1.0,0.0,1.858,0.0,25.2235,2.3777,1.0,0.0168,1.0,0.0,0.0,0.0169,1.0,0.1826,35.9091,0.0437,1.5,1.9556,0.5872,0.0175,1.0,0.0221,0.8984,0.0,0.1539
1747253040000,128.3109,1.0,0.0694,2.6208,1.0,0.0137,1.0236,1.0,5.0394,1.0,1.0,0.0,0.326,0.0,22.8012,2.301,1.0,0.0168,1.0,0.0,0.0,0.0169,1.0,0.18,19.8872,0.0449,1.2857,1.6667,0.5756,0.0172,1.0,0.0132,0.9699,0.0,0.1538
1747253100000,130.2076,1.0,0.0694,2.2278,1.0,0.0068,0.9949,0.973,5.035,0.9999,1.0,0.0,0.3164,0.0,26.7834,2.5676,1.0,0.0167,1.0,1e-04,0.0,0.0169,1.0,0.1895,8.5221,0.0415,1.25,2.0,0.5928,0.0173,1.0,0.0187,0.9558,0.0,0.1615
1747253160000,109.4416,1.0,0.0694,2.6264,1.0,0.0097,1.0092,1.0,5.0348,0.9936,1.0,0.0,5.1822,0.0,23.0401,2.4706,1.0,0.0168,1.0,0.0002,0.0,0.0174,1.0,0.2022,17.3403,0.0422,1.625,1.4286,0.6022,0.0172,1.0,0.0177,1.0,0.0,0.1618
1747253220000,91.0397,1.0,0.0694,4.2003,1.0,0.0031,0.9824,1.0,5.0715,0.9997,1.0,0.0,0.3133,0.0,25.2397,3.1,1.0,0.0169,1.0,1e-04,0.0,0.0169,1.0,0.1964,7.3455,0.0426,1.2,1.4286,0.5887,0.0172,1.0,0.0153,0.8743,0.0,0.1522
1747253280000,94.3586,1.0,0.0694,3.0014,1.0,0.0176,1.0041,1.0,5.0414,0.9999,1.0,0.0,0.5128,0.0,24.4539,2.4548,0.9998,0.0168,1.0,1e-04,0.0,0.0173,1.0,0.1787,29.8272,0.0424,1.1429,2.0725,0.58,0.0171,1.0,0.0144,0.8704,0.0,0.1516
1747253340000,124.1711,1.0,0.0694,4.1228,1.0,0.0176,1.0311,1.0,5.0457,1.0,1.0,0.0,0.4131,0.0,23.7985,2.124,1.0,0.0168,1.0,1e-04,0.0,0.0169,1.0,0.1757,16.3228,0.0434,1.2857,4.7037,0.5844,0.0175,1.0,0.0136,0.9873,0.0,0.1591
1747253400000,117.5474,1.0,0.0694,2.6249,1.0,0.0182,0.9941,1.0,5.0364,0.9973,1.0,0.0,4.0437,0.0,27.4565,2.1879,0.9991,0.0167,1.0,1e-04,0.0,0.017,1.0,0.1705,33.3383,0.0454,1.25,3.7619,0.5605,0.0174,1.0,0.017,0.9701,0.0,0.1573
1747253460000,108.4791,1.0,0.0694,2.5849,1.0,0.0077,0.9852,1.0,5.0535,0.9991,1.0,0.0,0.8342,0.0,23.9163,2.2462,1.0,0.0168,1.0,0.0003,0.0,0.0173,0.9989,0.1749,16.4928,0.0445,1.3333,1.6429,0.6043,0.0173,1.0,0.019,0.9565,0.0,0.1519
1747253520000,104.6937,1.0,0.0694,1.35,1.0,0.0121,0.9977,1.0,5.06,0.9996,1.0,0.0,0.4619,0.0,25.4518,2.3318,0.9993,0.0167,1.0,1e-04,0.0,0.017,1.0,0.1729,40.6609,0.0421,1.4,1.6393,0.587,0.0173,1.0,0.0153,0.913,0.0,0.1515
1747253580000,120.7719,1.0,0.0694,1.1427,1.0,0.021,1.0266,1.0,5.052,0.9998,1.0,0.0,0.6815,0.0,29.2557,2.2148,0.9988,0.0167,1.0,0.0,0.0,0.0169,1.0,0.1947,58.4406,0.0415,3.0,1.5904,0.55,0.0175,1.0,0.013,0.958,0.0,0.1581
1747253640000,88.7483,1.0,0.0694,1.9748,1.0,0.0163,1.0426,1.0,5.0409,0.9969,1.0,0.0,3.4837,0.0,22.6064,2.3179,0.9998,0.0168,1.0,1e-04,0.0,0.0172,1.0,0.1835,26.1831,0.0426,1.4286,1.5278,0.5282,0.0173,1.0,0.018,0.9718,0.0,0.1584
1747253700000,117.0543,1.0,0.0694,2.5903,1.0,0.01,1.0098,1.0,5.0709,0.9992,1.0,0.0,1.1314,0.0,27.1951,2.3386,0.9997,0.0167,1.0,1e-04,0.0,0.0169,1.0,0.1896,17.8452,0.0417,1.4167,1.6,0.5614,0.0171,1.0,0.0167,0.9643,0.0,0.1517
1747253760000,108.6223,1.0,0.0694,1.7575,1.0,0.0079,0.9981,1.0,5.06,0.9999,1.0,0.0,0.3096,0.0,24.1519,2.4561,1.0,0.0168,1.0,0.0002,0.0,0.0171,1.0,0.1828,13.0813,0.0431,1.2917,8.6364,0.5504,0.0173,1.0,0.0167,0.8943,0.0,0.1545
1747253820000,102.8631,1.0,0.0694,1.4863,1.0,0.0241,0.9903,1.0,5.06,0.9995,1.0,0.0,0.7793,0.0,23.1589,2.2566,0.999,0.0167,1.0,0.0002,0.0,0.0173,1.0,0.1895,33.1445,0.0417,1.0476,1.7605,0.5682,0.0175,1.0,0.0164,0.9711,0.0,0.1583
1747253880000,111.5891,1.0,0.0694,1.801,1.0,0.0099,1.022,1.0,5.0473,0.9985,1.0,0.0,0.9409,0.0,24.0866,2.4262,0.9992,0.0168,1.0,0.0,0.0,0.0169,1.0,0.1801,12.2276,0.0413,2.0,1.4,0.5585,0.0173,1.0,0.0134,0.9593,0.0,0.1606
1747253940000,97.8307,1.0,0.0694,4.2772,1.0,0.0169,1.0296,1.0,5.0518,0.999,1.0,0.0,1.4471,0.0,27.2184,2.2658,1.0,0.0167,1.0,1e-04,0.0,0.0168,1.0,0.1778,23.7938,0.0416,1.2857,1.6129,0.5402,0.0172,1.0,0.0127,0.9125,0.0,0.1544
1747254000000,133.3426,1.0,0.0694,4.1521,1.0,0.0103,1.0255,1.0,5.06,0.9996,1.0,0.0,0.4096,0.0,23.7373,2.3613,0.9995,0.0169,1.0,1e-04,0.0,0.0171,1.0,0.1722,13.1977,0.0424,1.1667,3.2553,0.5588,0.0177,1.0,0.0137,0.9651,0.0,0.1521
1747254060000,100.5805,1.0,0.0694,1.0114,1.0,0.0358,1.0343,1.0,5.0455,0.9995,1.0,0.0,0.9501,0.0,24.0694,2.2069,0.9986,0.0169,1.0,0.0002,0.0,0.0173,1.0,0.1738,44.9731,0.04,1.6667,2.5349,0.5477,0.0176,1.0,0.0148,0.9686,0.0,0.1603
1747254120000,115.6726,1.0,0.0694,1.7075,1.0,0.0259,0.9858,1.0,5.0455,0.9961,1.0,0.0,10.5743,0.0,27.0007,2.3137,0.9993,0.017,1.0,1e-04,0.0,0.0169,1.0,0.1738,57.3121,0.0423,1.8,4.1596,0.5676,0.0174,1.0,0.0199,0.9745,0.0,0.161
1747254180000,112.8797,1.0,0.0694,2.0392,1.0,0.0193,0.9682,1.0,5.0484,0.9983,1.0,0.0,2.3281,0.0,25.5269,2.2459,0.9994,0.0168,1.0,0.0,0.0,0.017,1.0,0.1861,49.8079,0.0419,1.0,2.8372,0.5515,0.0175,1.0,0.0212,0.9735,0.0,0.1501
1747254240000,110.6175,1.0,0.0694,2.2261,1.0,0.0107,0.967,1.0,5.0445,0.9999,1.0,0.0,0.3178,0.0,22.9478,2.5,1.0,0.0171,1.0,1e-04,0.0,0.0169,1.0,0.1803,10.5873,0.0395,1.4286,1.4545,0.5187,0.0171,1.0,0.0211,1.0,0.0,0.1515
1747254300000,101.4257,1.0,0.0694,2.3617,1.0,0.0138,0.9432,1.0,5.0345,0.9998,1.0,0.0,0.5317,0.0,24.1895,2.3389,0.9991,0.0169,1.0,1e-04,0.0,0.0169,1.0,0.1777,35.5255,0.0388,1.5833,2.9455,0.5199,0.0172,1.0,0.0146,0.9854,0.0,0.1563
1747254360000,115.605,1.0,0.0694,2.8301,1.0,0.0143,0.9776,1.0,5.0412,0.9985,1.0,0.0,2.8591,0.0,23.4116,2.3015,1.0,0.0167,1.0,0.0002,0.0,0.0171,1.0,0.1923,30.8387,0.0422,1.3429,3.1343,0.5285,0.0172,1.0,0.0133,0.9919,0.0,0.1563
1747254420000,100.4363,1.0,0.0694,3.2587,1.0,0.0125,0.9726,1.0,5.0573,0.9991,1.0,0.0,1.8584,0.0,24.9397,2.2462,0.9995,0.0168,1.0,1e-04,0.0,0.0168,1.0,0.195,18.8548,0.0433,1.9,1.8462,0.5248,0.0173,1.0,0.0125,0.9677,0.0,0.1522
1747254480000,107.7208,1.0,0.0694,4.6553,1.0,0.0122,0.9542,1.0,5.0391,0.9999,1.0,0.0,0.4426,0.0,23.8651,2.2246,0.9994,0.0167,1.0,0.0,0.0,0.0172,1.0,0.1984,30.3261,0.0423,1.0,1.6604,0.5184,0.0172,1.0,0.0265,0.9674,0.0,0.1508
1747254540000,101.8962,0.9737,0.0694,1.0495,1.0,0.0118,0.9928,1.0,5.06,0.9999,1.0,0.0,0.4295,0.0,21.0014,2.3202,1.0,0.0168,1.0,1e-04,0.0,0.017,1.0,0.1969,13.5704,0.0409,1.0,17.2368,0.5222,0.0171,1.0,0.0178,0.9926,0.0,0.1575
1747254600000,97.8926,1.0,0.0694,2.6817,1.0,0.0109,0.9691,1.0,5.0555,0.9947,1.0,0.0,9.6726,0.0,22.1515,2.2242,1.0,0.0167,1.0,1e-04,0.0,0.0168,1.0,0.2054,26.113,0.0427,1.5,1.7353,0.5573,0.0172,1.0,0.0116,0.9652,0.0,0.1582
1747254660000,118.0102,1.0,0.0694,1.0671,1.0,0.0104,0.9865,1.0,5.0482,0.9998,1.0,0.0,2.1012,0.0,22.6068,2.3299,0.9998,0.0167,1.0,0.0002,0.0,0.0169,1.0,0.1979,18.3377,0.0439,1.4167,1.5094,0.5469,0.0177,1.0,0.0215,0.9934,0.0,0.1506
1747254720000,105.5587,1.0,0.0694,2.4229,1.0,0.023,0.9829,1.0,5.0527,0.9999,1.0,0.0,0.5506,0.0,24.0844,2.2006,0.9994,0.0167,1.0,1e-04,0.0,0.0169,1.0,0.1838,22.1923,0.0428,1.6,2.8514,0.5183,0.0172,1.0,0.016,0.9915,0.0,0.1516
1747254780000,96.2379,1.0,0.0694,2.4954,1.0,0.0133,0.9833,1.0,5.0473,0.9998,1.0,0.0,0.6338,0.0,25.2688,2.25,0.9996,0.017,1.0,0.0,0.0,0.0169,1.0,0.171,27.5743,0.0435,2.0,4.4865,0.5196,0.0172,1.0,0.0281,0.9189,0.0,0.1575
1747254840000,95.0131,1.0,0.0694,2.3363,1.0,0.0178,1.002,1.0,5.0536,0.9962,1.0,0.0,4.2569,0.0,22.7851,2.3528,0.9993,0.0171,1.0,1e-04,0.0,0.0173,1.0,0.1692,19.0898,0.0393,1.1176,1.593,0.5688,0.0174,1.0,0.012,0.8503,0.0,0.1588
1747254900000,82.0354,1.0,0.0694,1.3555,1.0,0.0439,0.9533,1.0,5.0545,0.9935,1.0,0.0,7.9958,0.0,27.7472,2.2154,0.9989,0.0167,1.0,1e-04,0.0,0.0171,1.0,0.1785,88.7288,0.0378,1.5,2.9424,0.5292,0.0172,1.0,0.0183,0.9153,0.0,0.1508
1747254960000,106.8789,1.0,0.0694,2.5551,1.0,0.0088,0.9921,1.0,5.0545,0.9999,1.0,0.0,0.4073,0.0,25.1291,2.3411,1.0,0.0167,1.0,0.0002,0.0,0.0169,1.0,0.1696,33.4821,0.0411,1.4583,1.5484,0.518,0.0173,1.0,0.0127,0.9821,0.0,0.1524
1747255020000,113.7813,1.0,0.0694,4.2102,1.0,0.0067,1.0005,1.0,5.0509,0.9999,1.0,0.0,0.2985,0.0,23.6676,2.2727,1.0,0.0168,1.0,1e-04,0.0,0.0171,1.0,0.187,11.373,0.044,1.3,1.5714,0.525,0.0174,1.0,0.0138,0.9762,0.0,0.1578
1747255080000,113.3289,1.0,0.0694,4.3397,1.0,0.0169,0.9338,1.0,5.0427,0.984,1.0,0.0,13.1942,0.0,26.1033,2.2857,0.999,0.0167,1.0,0.0,0.0,0.017,1.0,0.1933,47.2593,0.0397,1.0,1.6186,0.5491,0.0174,1.0,0.0143,0.9444,0.0,0.1558
1747255140000,128.1623,1.0,0.0694,2.7048,1.0,0.0363,0.9803,1.0,5.0457,0.9961,1.0,0.0,5.6959,0.0,33.165,2.2963,0.9989,0.0167,1.0,1e-04,0.0,0.0172,1.0,0.1829,84.7692,0.0399,1.4286,2.8904,0.5339,0.0176,1.0,0.0142,0.9408,0.0,0.151
1747255200000,105.7703,1.0,0.0694,4.0997,1.0,0.0148,0.9956,1.0,5.0645,0.9999,1.0,0.0,0.5252,0.0,26.8734,2.2316,0.9998,0.0167,1.0,1e-04,0.0,0.0168,1.0,0.1853,39.5522,0.0419,1.5,1.5254,0.5221,0.0175,1.0,0.0137,0.9776,0.0,0.1538
1747255260000,106.4313,1.0,0.0694,1.8732,1.0,0.0266,0.9623,1.0,5.0464,0.9996,1.0,0.0,0.6941,0.0,25.006,2.2026,0.9991,0.0167,1.0,0.0002,0.0,0.0171,1.0,0.182,63.6045,0.0398,1.7083,2.9076,0.5442,0.0173,1.0,0.0178,0.9774,0.0,0.1579
1747255320000,93.9388,1.0,0.0694,1.0627,1.0,0.0177,0.9846,1.0,5.0545,0.9986,1.0,0.0,3.1956,0.0,21.8889,2.1712,0.9998,0.017,1.0,1e-04,0.0,0.017,1.0,0.1788,24.7561,0.0413,1.5,2.3462,0.5371,0.0172,1.0,0.0225,0.9817,0.0,0.1629
1747255380000,96.0559,1.0,0.0694,1.158,1.0,0.0194,0.971,1.0,5.0367,0.9984,1.0,0.0,4.0723,0.0,26.1894,2.2673,0.9995,0.0167,1.0,0.0,0.0,0.017,1.0,0.1856,39.4407,0.0429,1.0,2.5556,0.5577,0.0174,1.0,0.0287,0.9619,0.0,0.1512
1747255440000,79.5435,1.0,0.0694,1.9358,1.0,0.0159,0.9518,1.0,5.0609,1.0,1.0,0.0,0.4054,0.0,24.6576,2.1692,0.9998,0.0169,1.0,1e-04,0.0,0.0169,1.0,0.1771,31.8513,0.0427,1.4286,2.2143,0.5414,0.0173,1.0,0.0161,0.9077,0.0,0.1515
1747255500000,90.1483,1.0,0.0694,2.6836,1.0,0.0079,0.992,1.0,5.0582,0.9999,1.0,0.0,0.3393,0.0,20.8784,2.2688,0.9996,0.0169,1.0,1e-04,0.0,0.017,1.0,0.1702,9.3687,0.0417,1.5,1.8108,0.5493,0.0172,1.0,0.0127,0.9553,0.0,0.1575
1747255560000,118.5923,1.0,0.0694,1.5937,1.0,0.0164,0.9499,1.0,5.0664,0.9849,1.0,0.0,22.9461,0.0,22.9874,2.2567,0.9996,0.017,1.0,0.0002,0.0,0.0173,1.0,0.1826,25.0433,0.0435,1.5,1.6762,0.5358,0.0171,1.0,0.0119,0.9928,0.0,0.1564
1747255620000,100.6481,1.0,0.0694,1.5518,1.0,0.0354,0.9519,1.0,5.0609,0.9958,1.0,0.0,5.9297,0.0,25.503,2.2865,0.9992,0.0171,1.0,1e-04,0.0,0.017,1.0,0.1815,48.1336,0.0421,1.5,2.9527,0.5356,0.0172,1.0,0.0163,0.9544,0.0,0.1525
1747255680000,92.5774,1.0,0.0694,1.6927,1.0,0.0309,0.9868,1.0,5.0691,0.9995,1.0,0.0,1.1111,0.0,28.5633,2.2483,0.9994,0.0168,1.0,0.0,0.0,0.017,1.0,0.186,62.4754,0.0385,2.0,1.7026,0.536,0.0172,1.0,0.0297,0.9718,0.0,0.1513
1747255740000,99.4339,1.0,0.0694,3.2982,1.0,0.0218,0.9753,1.0,5.0573,0.9999,1.0,0.0,0.5996,0.0,23.3494,2.28,0.9996,0.0168,1.0,1e-04,0.0,0.0172,1.0,0.187,27.1623,0.0414,2.0,4.1149,0.5438,0.0171,1.0,0.0115,0.9649,0.0,0.1602
1747255800000,92.8413,1.0,0.0694,3.3302,1.0,0.0078,0.9891,1.0,5.0573,0.9991,1.0,0.0,1.2345,0.0,23.3904,2.2656,1.0,0.0168,1.0,1e-04,0.0,0.0168,1.0,0.1918,11.0825,0.0418,1.5,1.5385,0.5361,0.0174,1.0,0.0209,0.9794,0.0,0.1564
1747255860000,127.7085,1.0,0.0694,2.4415,1.0,0.0143,1.0011,1.0,5.0691,0.9988,1.0,0.0,2.7615,0.0,27.1328,2.25,1.0,0.0167,1.0,0.0002,0.0,0.0169,1.0,0.1778,27.5536,0.046,1.4167,3.7833,0.5517,0.0172,1.0,0.0137,0.9911,0.0,0.1511
1747255920000,121.8682,1.0,0.0694,1.5894,1.0,0.0106,0.9718,1.0,5.0683,0.9995,1.0,0.0,0.6389,0.0,25.8344,2.252,1.0,0.0167,1.0,1e-04,0.0,0.017,1.0,0.1701,25.3857,0.0438,1.3571,1.398,0.5426,0.0181,1.0,0.0182,1.0,0.0,0.1518
1747255980000,90.1422,1.0,0.0694,1.7934,1.0,0.0153,0.9931,1.0,5.0564,0.9997,1.0,0.0,0.5956,0.0,18.2266,2.2238,0.9978,0.0167,1.0,0.0,0.0,0.0175,1.0,0.1795,21.3122,0.044,2.0,1.8641,0.5225,0.0172,1.0,0.0124,0.9854,0.0,0.1593
1747256040000,104.1643,1.0,0.0694,0.9923,1.0,0.0375,0.9831,1.0,5.0436,0.9914,1.0,0.0,14.482,0.0,27.3132,2.2095,0.9987,0.0167,1.0,1e-04,0.0,0.017,1.0,0.1853,37.3304,0.0393,1.5714,2.7059,0.5905,0.0173,1.0,0.0109,0.9824,0.0,0.1595
1747256100000,91.4977,1.0,0.0694,2.3264,1.0,0.0129,0.968,1.0,5.0664,0.9984,1.0,0.0,2.5137,0.0,21.5772,2.1751,0.999,0.0169,1.0,1e-04,0.0,0.0169,1.0,0.1871,28.0603,0.0427,1.5,1.4521,0.5144,0.0173,1.0,0.0186,0.9698,0.0,0.1516
1747256160000,90.0562,1.0,0.0694,3.4474,1.0,0.0095,0.9981,1.0,5.0527,0.9999,1.0,0.0,0.4689,0.0,22.8651,2.3068,1.0,0.0169,1.0,0.0002,0.0,0.017,1.0,0.1828,24.0466,0.0404,1.5833,1.8519,0.5036,0.0173,1.0,0.0106,0.9153,0.0,0.1514
1747256220000,79.6318,1.0,0.0694,2.6454,1.0,0.0197,0.9818,0.998,5.0564,0.9996,1.0,0.0,0.6544,0.0,21.9422,2.2334,0.9991,0.0172,1.0,1e-04,0.0,0.017,1.0,0.1758,25.0,0.0404,1.2,2.1429,0.517,0.0173,1.0,0.0163,0.9304,0.0,0.1581
1747256280000,98.3067,1.0,0.0694,4.516,1.0,0.0263,0.9832,1.0,5.0586,0.996,1.0,0.0,8.2016,0.0,23.0243,2.3036,0.9994,0.0168,1.0,0.0,0.0,0.0171,1.0,0.1872,32.0718,0.0413,3.5,1.6031,0.5535,0.0177,1.0,0.0126,0.959,0.0,0.1586
1747256340000,94.0373,1.0,0.0694,0.9511,1.0,0.0181,0.9783,0.9986,5.0427,0.9952,1.0,0.0,4.3606,0.0,22.4314,2.1847,0.9963,0.0168,1.0,1e-04,0.0,0.0169,1.0,0.1897,47.3883,0.0414,1.2857,1.8389,0.5457,0.0171,1.0,0.0198,0.9272,0.0,0.1516
1747256400000,97.6064,1.0,0.0694,2.3128,1.0,0.0128,0.9995,1.0,5.0558,0.9998,1.0,0.0,0.6243,0.0,21.4088,2.2752,0.9989,0.0168,1.0,1e-04,0.0,0.0176,1.0,0.196,34.8387,0.0432,1.5217,2.8224,0.5905,0.0178,1.0,0.0135,0.8831,0.0,0.1511
1747256460000,74.7776,1.0,0.0694,1.1798,1.0,0.0181,0.9714,1.0,5.0682,1.0,1.0,0.0,0.4442,0.0,21.9536,2.2385,1.0,0.0168,1.0,0.0002,0.0,0.0177,1.0,0.1978,29.5265,0.0413,1.6,5.587,0.5935,0.0173,1.0,0.0156,0.8584,0.0,0.159
1747256520000,95.534,1.0,0.0694,2.1334,1.0,0.0101,0.9492,1.0,5.0573,0.9993,1.0,0.0,0.6797,0.0,21.4738,2.2857,1.0,0.017,1.0,1e-04,0.0,0.0194,1.0,0.1933,10.3056,0.043,1.2,1.5,0.623,0.0172,1.0,0.0174,0.9826,0.0,0.1574
